"EventID"	"TrapID"	"StartDate"	"EndDate"	"NA..4"
"787"	1042	27	"2004.xi.05"	"2004.xii.20"	NA
"788"	1043	27	"2004.xii.20"	"2005.i.14"	NA
"789"	1044	27	"2005.i.14"	"2005.i.31"	NA
"790"	1045	27	"2005.i.31"	"2005.ii.18"	NA
"791"	1046	27	"2005.ii.18"	"2005.iii.04"	NA
"792"	1696	27	"2005.iii.04"	"2005.iv.04"	NA
"793"	1697	27	"2005.iv.04"	"2005.iv.11"	NA
"794"	1698	27	"2005.iv.11"	"2005.iv.25"	NA
"795"	1699	27	"2005.iv.25"	"2005.v.09"	NA
"796"	1700	27	"2005.v.09"	"2005.v.26"	NA
"797"	1701	27	"2005.v.26"	"2005.vi.13"	NA
"798"	1702	27	"2005.vi.13"	"2005.vi.27"	NA
"799"	1703	27	"2005.vi.27"	"2005.vii.17"	NA
"800"	1704	27	"2005.vii.17"	"2005.viii.08"	NA
"801"	1705	27	"2005.viii.08"	"2005.viii.22"	NA
"802"	1706	27	"2005.viii.22"	"2005.ix.06"	NA
"803"	1707	27	"2005.ix.06"	"2005.ix.21"	NA
"804"	1708	27	"2005.ix.21"	"2005.x.04"	NA
"805"	1709	27	"2005.x.04"	"2005.x.28"	NA
"806"	1710	27	"2005.x.28"	"2005.xi.15"	NA
"807"	1711	27	"2005.xi.15"	"2005.xii.07"	NA
"808"	1712	27	"2005.xii.07"	"2006.i.26"	NA
"809"	1713	27	"2006.i.26"	"2006.iii.07"	NA
"810"	1714	27	"2006.iii.07"	"2006.iv.18"	NA
"811"	1715	27	"2006.iv.18"	"2006.v.11"	NA
"812"	488	28	"2003.vii.08"	"2003.vii.18"	NA
"813"	489	28	"2003.vii.18"	"2003.viii.03"	NA
"814"	490	28	"2003.viii.03"	"2003.viii.17"	NA
"815"	491	28	"2003.viii.17"	"2003.ix.07"	NA
"816"	492	28	"2003.ix.07"	"2003.ix.28"	NA
"817"	493	28	"2003.ix.28"	"2003.x.19"	NA
"818"	494	28	"2003.x.19"	"2003.xii.07"	NA
"819"	495	28	"2003.xii.07"	"2004.iv.15"	NA
"820"	496	28	"2004.iv.15"	"2004.vi.02"	NA
"821"	497	28	"2004.vi.02"	"2004.vi.18"	NA
"822"	498	28	"2004.vi.18"	"2004.vii.05"	NA
"823"	499	28	"2004.vii.05"	"2004.vii.16"	NA
"824"	1458	28	"2004.vii.16"	"2004.viii.02"	NA
"825"	1459	28	"2004.viii.02"	"2004.viii.19"	NA
"826"	1460	28	"2004.viii.19"	"2004.ix.06"	NA
"827"	1461	28	"2004.ix.06"	"2004.ix.21"	NA
"828"	1463	28	"2004.ix.21"	"2005.iv.01"	NA
"829"	1462	28	"2005.iv.01"	"2005.iv.10"	NA
"830"	1464	28	"2005.iv.10"	"2005.vi.06"	NA
"831"	1465	28	"2005.vi.06"	"2005.vii.05"	NA
"832"	1466	28	"2005.vii.05"	"2005.vii.17"	NA
"833"	1467	28	"2005.vii.17"	"2005.viii.09"	NA
"834"	1468	28	"2005.viii.09"	"2005.ix.02"	NA
"835"	1469	28	"2005.ix.02"	"2005.xi.08"	NA
"836"	1470	28	"2005.xi.08"	"2006.i.11"	NA
"837"	253	29	"2003.vii.08"	"2003.vii.13"	NA
"838"	254	29	"2003.vii.13"	"2003.vii.20"	NA
"839"	255	29	"2003.vii.20"	"2003.viii.03"	NA
"840"	256	29	"2003.viii.03"	"2003.viii.21"	NA
"841"	257	29	"2003.viii.21"	"2003.x.16"	NA
"842"	258	29	"2003.x.16"	"2003.xi.24"	NA
"843"	500	29	"2003.xi.24"	"2004.i.18"	NA
"844"	501	29	"2004.i.18"	"2004.vi.12"	NA
"845"	502	29	"2004.vi.12"	"2004.vii.11"	NA
"846"	1047	29	"2004.vii.11"	"2004.vii.30"	NA
"847"	1048	29	"2004.vii.30"	"2004.viii.20"	NA
"848"	1049	29	"2004.viii.20"	"2004.ix.15"	NA
"849"	1050	29	"2004.ix.15"	"2004.x.21"	NA
"850"	1051	29	"2004.x.21"	"2004.xi.25"	NA
"851"	1052	29	"2004.xi.25"	"2005.iii.20"	NA
"852"	1053	29	"2005.iii.20"	"2005.iv.09"	NA
"853"	1391	29	"2005.iv.09"	"2005.v.06"	NA
"854"	1392	29	"2005.v.06"	"2005.v.21"	NA
"855"	1393	29	"2005.v.21"	"2005.vi.04"	NA
"856"	1394	29	"2005.vi.04"	"2005.vi.21"	NA
"857"	1395	29	"2005.vi.21"	"2005.vii.12"	NA
"858"	1396	29	"2005.vii.12"	"2005.viii.15"	NA
"859"	1397	29	"2005.viii.15"	"2005.viii.26"	NA
"860"	1398	29	"2005.viii.26"	"2005.ix.16"	NA
"861"	1399	29	"2005.ix.16"	"2005.x.27"	NA
"862"	1482	29	"2005.x.27"	"2005.xii.12"	NA
"863"	266	30	"2003.vii.09"	"2003.vii.23"	NA
"864"	267	30	"2003.vii.23"	"2003.viii.13"	NA
"865"	1054	30	"2003.viii.13"	"2004.vii.03"	NA
"866"	1055	30	"2004.vii.03"	"2004.viii.19"	NA
"867"	1056	30	"2004.viii.19"	"2004.x.28"	NA
"868"	1716	30	"2004.x.28"	"2005.vi.16"	NA
"869"	1717	30	"2005.vi.16"	"2005.vii.17"	NA
"870"	1718	30	"2005.vii.17"	"2005.ix.08"	NA
"871"	1719	30	"2005.ix.08"	"2006-iv-21"	NA
"872"	503	31	"2003.vii.10"	"2003.vii.24"	NA
"873"	504	31	"2003.vii.24"	"2003.viii.09"	NA
"874"	505	31	"2003.viii.09"	"2003.viii.21"	NA
"875"	506	31	"2003.viii.21"	"2003.ix.05"	NA
"876"	507	31	"2003.ix.05"	"2003.ix.24"	NA
"877"	508	31	"2003.ix.24"	"2003.x.09"	NA
"878"	509	31	"2003.x.09"	"2003.x.28"	NA
"879"	510	31	"2003.x.28"	"2003.xii.02"	NA
"880"	511	31	"2003.xii.02"	"2004.i.08"	NA
"881"	512	31	"2004.i.08"	"2004.ii.10"	NA
"882"	513	31	"2004.ii.10"	"2004.iii.11"	NA
"883"	514	31	"2004.iii.11"	"2004.iv.14"	NA
"884"	515	31	"2004.iv.14"	"2004.v.25"	NA
"885"	1057	31	"2004.v.25"	"2004.vi.09"	NA
"886"	1058	31	"2004.vi.09"	"2004.vi.29"	NA
"887"	1059	31	"2004.vi.29"	"2004.vii.14"	NA
"888"	1060	31	"2004.vii.14"	"2004.vii.30"	NA
"889"	1061	31	"2004.vii.30"	"2004.viii.11"	NA
"890"	1062	31	"2004.viii.11"	"2004.viii.22"	NA
"891"	1063	31	"2004.viii.22"	"2004.ix.23"	NA
"892"	1064	31	"2004.ix.23"	"2004.xi.03"	NA
"893"	2104	31	"2004.xi.03"	"2004.xii.11"	NA
"894"	1065	31	"2004.xii.11"	"2005.i.05"	NA
"895"	1066	31	"2005.i.05"	"2005.i.24"	NA
"896"	1540	31	"2005.i.24"	"2005.iii.03"	NA
"897"	1541	31	"2005.iii.03"	"2005.iii.31"	NA
"898"	1542	31	"2005.iii.31"	"2005.iv.20"	NA
"899"	1543	31	"2005.iv.20"	"2005.v.09"	NA
"900"	1544	31	"2005.v.09"	"2005.v.26"	NA
"901"	1545	31	"2005.v.26"	"2005.vi.23"	NA
"902"	1546	31	"2005.vi.23"	"2005.vii.15"	NA
"903"	1547	31	"2005.vii.15"	"2005.viii.01"	NA
"904"	1548	31	"2005.viii.01"	"2005.viii.16"	NA
"905"	1549	31	"2005.viii.16"	"2005.ix.05"	NA
"906"	1550	31	"2005.ix.05"	"2005.ix.28"	NA
"907"	1551	31	"2005.ix.28"	"2005.x.19"	NA
"908"	1552	31	"2005.x.19"	"2005.xi.21"	NA
"909"	1553	31	"2005.xi.21"	"2006.i.04"	NA
"910"	1554	31	"2006.i.04"	"2006.i.04"	NA
"911"	1555	31	"2006.ii.14"	"2006.iv.03"	NA
"912"	1556	31	"2006.iv.03"	"2006.v.08"	NA
"913"	306	32	"2003.vii.12"	"2003.vii.19"	NA
"914"	516	32	"2003.vii.19"	"2003.viii.01"	NA
"915"	517	32	"2003.viii.01"	"2003.viii.15"	NA
"916"	518	32	"2003.viii.15"	"2003.viii.29"	NA
"917"	519	32	"2003.viii.29"	"2003.ix.13"	NA
"918"	520	32	"2003.ix.13"	"2003.ix.26"	NA
"919"	521	32	"2003.ix.26"	"2003.x.12"	NA
"920"	522	32	"2003.x.12"	"2003.x.31"	NA
"921"	523	32	"2003.x.31"	"2003.xii.04"	NA
"922"	524	32	"2003.xii.04"	"2004.i.17"	NA
"923"	525	32	"2004.i.17"	"2004.ii.21"	NA
"924"	526	32	"2004.ii.21"	"2004.iv.06"	NA
"925"	527	32	"2004.iv.06"	"2004.v.12"	NA
"926"	528	32	"2004.v.12"	"2004.vi.02"	NA
"927"	1067	32	"2004.vi.02"	"2004.vi.17"	NA
"928"	1068	32	"2004.vi.17"	"2004.vii.02"	NA
"929"	1069	32	"2004.vii.02"	"2004.vii.17"	NA
"930"	1070	32	"2004.vii.17"	"2004.vii.31"	NA
"931"	1071	32	"2004.vii.31"	"2004.viii.14"	NA
"932"	1072	32	"2004.viii.14"	"2004.viii.29"	NA
"933"	1073	32	"2004.viii.29"	"2004.ix.14"	NA
"934"	1074	32	"2004.ix.14"	"2004.x.05"	NA
"935"	1075	32	"2004.x.05"	"2004.x.16"	NA
"936"	1076	32	"2004.x.16"	"2004.xi.28"	NA
"937"	1077	32	"2004.xi.28"	"2005.i.12"	NA
"938"	1523	32	"2005.i.12"	"2005.iii.08"	NA
"939"	1524	32	"2005.iii.08"	"2005.iii.18"	NA
"940"	1525	32	"2005.iii.18"	"2005.iv.15"	NA
"941"	1526	32	"2005.iv.15"	"2005.v.18"	NA
"942"	1527	32	"2005.v.18"	"2005.vi.06"	NA
"943"	1528	32	"2005.vi.06"	"2005.vi.20"	NA
"944"	1529	32	"2005.vi.20"	"2005-vi.30"	NA
"945"	1530	32	"2005-vi.30"	"2005.vii.16"	NA
"946"	1531	32	"2005.vii.16"	"2005.viii.03"	NA
"947"	1532	32	"2005.viii.03"	"2005.viii.18"	NA
"948"	1533	32	"2005.viii.18"	"2005.viii.30"	NA
"949"	1534	32	"2005.viii.30"	"2005.ix.17"	NA
"950"	1535	32	"2005.ix.17"	"2005.x.03"	NA
"951"	1536	32	"2005.x.03"	"2005.x.28"	NA
"952"	1537	32	"2005.x.28"	"2005.xi.20"	NA
"953"	1538	32	"2005.xi.20"	"2006.ii.25"	NA
"954"	1539	32	"2006.ii.25"	"2006.v.05"	NA
"955"	529	33	"2003.vii.10"	"2003.viii.02"	NA
"956"	530	33	"2003.viii.02"	"2003.viii.20"	NA
"957"	531	33	"2003.viii.20"	"2003.ix.24"	NA
"958"	532	33	"2003.ix.24"	"2003.x.08"	NA
"959"	533	33	"2003.x.08"	"2003.x.21"	NA
"960"	534	33	"2003.x.21"	"2003.xi.04"	NA
"961"	535	33	"2003.xi.04"	"2003.xi.26"	NA
"962"	536	33	"2003.xi.26"	"2003.xii.31"	NA
"963"	537	33	"2003.xii.31"	"2004.i.30"	NA
"964"	538	33	"2004.i.30"	"2004.ii.17"	NA
"965"	539	33	"2004.ii.17"	"2004.iii.05"	NA
"966"	540	33	"2004.iii.05"	"2004.iii.31"	NA
"967"	541	33	"2004.iii.31"	"2004.iv.16"	NA
"968"	542	33	"2004.iv.16"	"2004.iv.28"	NA
"969"	543	33	"2004.iv.28"	"2004.v.14"	NA
"970"	544	33	"2004.v.14"	"2004.v.30"	NA
"971"	1078	33	"2004.v.30"	"2004.vi.16"	NA
"972"	1079	33	"2004.vi.16"	"2004.vii.09"	NA
"973"	1080	33	"2004.vii.09"	"2004.vii.25"	NA
"974"	1081	33	"2004.vii.25"	"2004.viii.09"	NA
"975"	1082	33	"2004.viii.09"	"2004.viii.25"	NA
"976"	1083	33	"2004.viii.25"	"2004.ix.10"	NA
"977"	1084	33	"2004.ix.10"	"2004.ix.28"	NA
"978"	1085	33	"2004.ix.28"	"2004.x.15"	NA
"979"	1086	33	"2004.x.15"	"2004.xi.02"	NA
"980"	1087	33	"2004.xi.02"	"2004.xi.19"	NA
"981"	1088	33	"2004.xi.19"	"2004.xii.08"	NA
"982"	1089	33	"2004.xii.08"	"2005.i.12"	NA
"983"	1090	33	"2005.i.12"	"2005.i.31"	NA
"984"	1760	33	"2005.i.31"	"2005.ii.19"	NA
"985"	1761	33	"2005.ii.19"	"2005.iii.18"	NA
"986"	1762	33	"2005.iii.18"	"2005.iv.05"	NA
"987"	1763	33	"2005.iv.05"	"2005.iv.25"	NA
"988"	1764	33	"2005.iv.25"	"2005.v.11"	NA
"989"	1765	33	"2005.v.11"	"2005.v.27"	NA
"990"	1766	33	"2005.v.27"	"2005.vi.10"	NA
"991"	1767	33	"2005.vi.10"	"2005.vi.28"	NA
"992"	1768	33	"2005.vi.28"	"2005.vii.13"	NA
"993"	1769	33	"2005.vii.13"	"2005.viii.01"	NA
"994"	1770	33	"2005.viii.01"	"2005.viii.22"	NA
"995"	1771	33	"2005.viii.22"	"2005.ix.06"	NA
"996"	1855	33	"2005.ix.06"	"2005.ix.26"	NA
"997"	1856	33	"2005.ix.26"	"2005.x.11"	NA
"998"	1857	33	"2005.x.11"	"2005.xi.05"	NA
"999"	1858	33	"2005.xi.05"	"2005.xi.22"	NA
"1000"	1859	33	"2005.xi.22"	"2005.xii.13"	NA
"1001"	1860	33	"2005.xii.13"	"2006.i.04"	NA
"1002"	2102	34	"2003.?.?"	"2003.VII.10"	NA
"1003"	545	34	"2003.vii.10"	"2003.vii.15"	NA
"1004"	546	34	"2003.vii.15"	"2003.viii.20"	NA
"1005"	547	34	"2003.viii.20"	"2003.ix.13"	NA
"1006"	548	34	"2003.ix.13"	"2003.x.04"	NA
"1007"	549	34	"2003.x.04"	"2003.xi.15"	NA
"1008"	550	34	"2003.xi.15"	"2004.v.15"	NA
"1009"	551	34	"2004.v.15"	"2004.vi.04"	NA
"1010"	1091	34	"2004.vi.04"	"2004.vi.15"	NA
"1011"	1092	34	"2004.vi.15"	"2004.vii.09"	NA
"1012"	1093	34	"2004.vii.09"	"2004.vii.23"	NA
"1013"	1094	34	"2004.vii.23"	"2004.viii.07"	NA
"1014"	1095	34	"2004.viii.07"	"2004.viii.20"	NA
"1015"	1096	34	"2004.viii.20"	"2004.ix.02"	NA
"1016"	1097	34	"2004.ix.02"	"2004.ix.14"	NA
"1017"	1098	34	"2004.ix.14"	"2004.ix.24"	NA
"1018"	552	35	"2003.vii.11"	"2003.viii.05"	NA
"1019"	553	35	"2003.viii.05"	"2003.ix.15"	NA
"1020"	554	35	"2003.ix.15"	"2003.x.05"	NA
"1021"	555	35	"2003.x.05"	"2003.xii.05"	NA
"1022"	556	35	"2003.xii.05"	"2004.iii.01"	NA
"1023"	557	35	"2004.iii.01"	"2004.iv.01"	NA
"1024"	558	35	"2004.iv.01"	"2004.iv.25"	NA
"1025"	559	35	"2004.iv.25"	"2004.v.20"	NA
"1026"	560	35	"2004.v.20"	"2004.vi.06"	NA
"1027"	1099	35	"2004.vi.06"	"2004.vi.25"	NA
"1028"	1100	35	"2004.vi.25"	"2004.vii.14"	NA
"1029"	1101	35	"2004.vii.14"	"2004.vii.23"	NA
"1030"	1102	35	"2004.vii.23"	"2004.viii.07"	NA
"1031"	1103	35	"2004.viii.07"	"2004.viii.19"	NA
"1032"	1104	35	"2004.viii.19"	"2004.ix.05"	NA
"1033"	1105	35	"2004.ix.05"	"2004.ix.29"	NA
"1034"	1106	35	"2004.ix.29"	"2004.x.10"	NA
"1035"	1107	35	"2004.x.10"	"2004.x.24"	NA
"1036"	1108	35	"2004.x.24"	"2004.xi.21"	NA
"1037"	1109	35	"2004.xi.21"	"2004.xii.18"	NA
"1038"	1110	35	"2004.xii.18"	"2005.i.01"	NA
"1039"	1782	35	"2005.i.01"	"2005.iii.29"	NA
"1040"	1783	35	"2005.iii.29"	"2005.iv.09"	NA
"1041"	1720	35	"2005.iv.09"	"2005.iv.11"	NA
"1042"	1784	35	"2005.iv.11"	"2005.iv.30"	NA
"1043"	1785	35	"2005.iv.30"	"2005.v.03"	NA
"1044"	1786	35	"2005.v.03"	"2005.v.25"	NA
"1045"	1787	35	"2005.v.25"	"2005.vi.08"	NA
"1046"	1788	35	"2005.vi.08"	"2005.vi.27"	NA
"1047"	1789	35	"2005.vi.27"	"2005.vii.08"	NA
"1048"	1790	35	"2005.vii.08"	"2005.vii.13"	NA
"1049"	1791	35	"2005.vii.13"	"2005.viii.04"	NA
"1050"	1792	35	"2005.viii.04"	"2005.viii.15"	NA
"1051"	1793	35	"2005.viii.15"	"2005.viii.30"	NA
"1052"	1721	35	"2005.viii.30"	"2005.ix.12"	NA
"1053"	1722	35	"2005.ix.12"	"2005.ix.21"	NA
"1054"	1723	35	"2005.ix.21"	"2005.x.16"	NA
"1055"	1724	35	"2005.x.16"	"2005.x.28"	NA
"1056"	2111	36	"2003.vii.11"	"2003.vii.25"	NA
"1057"	561	36	"2003.vii.25"	"2003.ix.21"	NA
"1058"	562	36	"2003.ix.21"	"2003.xi.03"	NA
"1059"	563	36	"2003.xi.03"	"2003.xii.15"	NA
"1060"	564	36	"2003.xii.15"	"2004.i.24"	NA
"1061"	565	36	"2004.i.24"	"2004.iii.15"	NA
"1062"	566	36	"2004.iii.15"	"2004.iv.27"	NA
"1063"	567	36	"2004.iv.27"	"2004.v.20"	NA
"1064"	568	36	"2004.v.20"	"2004.vi.10"	NA
"1065"	824	36	"2004.vi.10"	"2004.vi.11"	NA
"1066"	825	36	"2004.vi.11"	"2004.vii.03"	NA
"1067"	826	36	"2004.vii.03"	"2004.vii.14"	NA
"1068"	827	36	"2004.vii.14"	"2004.viii.06"	NA
"1069"	828	36	"2004.viii.06"	"2004.ix.08"	NA
"1070"	829	36	"2004.ix.08"	"2005.i.20"	NA
"1071"	1824	36	"2005.i.20"	"2005.iv.14"	NA
"1072"	1825	36	"2005.iv.14"	"2005.vi.22"	NA
"1073"	1826	36	"2005.vi.22"	"2005.vii.07"	NA
"1074"	1827	36	"2005.vii.07"	"2005.viii.09"	NA
"1075"	1828	36	"2005.viii.09"	"2005.viii.24"	NA
"1076"	1861	36	"2005.viii.24"	"2005.xi.09"	NA
"1077"	1862	36	"2005.xi.09"	"2006.v.07"	NA
"1078"	569	37	"2003.vii.11"	"2003.vii.15"	NA
"1079"	570	37	"2003.vii.15"	"2003.viii.15"	NA
"1080"	571	37	"2003.viii.15"	"2003.ix.21"	NA
"1081"	572	37	"2003.ix.21"	"2003.x.15"	NA
"1082"	573	37	"2003.x.15"	"2003.xi.03"	NA
"1083"	574	37	"2003.xi.03"	"2004.i.29"	NA
"1084"	575	37	"2004.i.29"	"2004.iv.27"	NA
"1085"	576	37	"2004.iv.27"	"2004.v.20"	NA
"1086"	831	37	"2004.v.20"	"2004.vi.11"	NA
"1087"	832	37	"2004.vi.11"	"2004.vii.03"	NA
"1088"	833	37	"2004.vii.03"	"2004.vii.14"	NA
"1089"	834	37	"2004.vii.14"	"2004.viii.06"	NA
"1090"	835	37	"2004.viii.06"	"2004.ix.08"	NA
"1091"	1111	37	"2004.ix.08"	"2005.i.20"	NA
"1092"	1819	37	"2005.i.20"	"2005.iv.14"	NA
"1093"	1820	37	"2005.iv.14"	"2005.vi.23"	NA
"1094"	1821	37	"2005.vi.23"	"2005.vii.07"	NA
"1095"	1822	37	"2005.vii.07"	"2005.viii.09"	NA
"1096"	1823	37	"2005.viii.09"	"2005.viii.24"	NA
"1097"	1863	37	"2005.viii.24"	"2005.ix.14"	NA
"1098"	1864	37	"2005.ix.14"	"2005.xii.09"	NA
"1099"	1865	37	"2005.xii.09"	"2006.v.07"	NA
"1100"	577	38	"2003.vii.11"	"2003.vii.19"	NA
"1101"	578	38	"2003.vii.19"	"2003.vii.30"	NA
"1102"	579	38	"2003.vii.30"	"2003.viii.07"	NA
"1103"	580	38	"2003.viii.07"	"2003.viii.19"	NA
"1104"	581	38	"2003.viii.19"	"2003.ix.02"	NA
"1105"	582	38	"2003.ix.02"	"2003.ix.15"	NA
"1106"	583	38	"2003.ix.15"	"2003.ix.30"	NA
"1107"	584	38	"2003.ix.30"	"2003.x.15"	NA
"1108"	585	38	"2003.x.15"	"2003.x.28"	NA
"1109"	586	38	"2003.x.28"	"2003.xi.12"	NA
"1110"	587	38	"2003.xi.12"	"2003.xi.25"	NA
"1111"	588	38	"2003.xi.25"	"2003.xii.09"	NA
"1112"	589	38	"2003.xii.09"	"2003.xii.24"	NA
"1113"	590	38	"2003.xii.24"	"2004.i.08"	NA
"1114"	591	38	"2004.i.08"	"2004.i.21"	NA
"1115"	592	38	"2004.i.21"	"2004.ii.04"	NA
"1116"	593	38	"2004.ii.04"	"2004.ii.17"	NA
"1117"	594	38	"2004.ii.17"	"2004.iii.04"	NA
"1118"	595	38	"2004.iii.04"	"2004.iii.18"	NA
"1119"	596	38	"2004.iii.18"	"2004.iii.30"	NA
"1120"	597	38	"2004.iii.30"	"2004.iv.13"	NA
"1121"	598	38	"2004.iv.13"	"2004.iv.29"	NA
"1122"	599	38	"2004.iv.29"	"2004.v.19"	NA
"1123"	600	38	"2004.v.19"	"2004.v.27"	NA
"1124"	601	38	"2004.v.27"	"2004.vi.08"	NA
"1125"	1112	38	"2004.vi.08"	"2004.vi.15"	NA
"1126"	1113	38	"2004.vi.15"	"2004.vi.23"	NA
"1127"	1114	38	"2004.vi.23"	"2004.vi.29"	NA
"1128"	1115	38	"2004.vi.29"	"2004.vii.07"	NA
"1129"	1116	38	"2004.vii.07"	"2004.vii.12"	NA
"1130"	1117	38	"2004.vii.12"	"2004.vii.18"	NA
"1131"	1118	38	"2004.vii.18"	"2004.vii.24"	NA
"1132"	1119	38	"2004.vii.24"	"2004.viii.03"	NA
"1133"	1120	38	"2004.viii.03"	"2004.viii.10"	NA
"1134"	1121	38	"2004.viii.10"	"2004.viii.15"	NA
"1135"	1122	38	"2004.viii.15"	"2004.viii.25"	NA
"1136"	1123	38	"2004.viii.25"	"2004.viii.31"	NA
"1137"	1124	38	"2004.viii.31"	"2004.ix.08"	NA
"1138"	1125	38	"2004.ix.08"	"2004.ix.22"	NA
"1139"	1126	38	"2004.ix.22"	"2004.ix.28"	NA
"1140"	1127	38	"2004.ix.28"	"2004.x.11"	NA
"1141"	1128	38	"2004.x.11"	"2004.x.13"	NA
"1142"	1129	38	"2004.x.13"	"2004.x.31"	NA
"1143"	1130	38	"2004.x.31"	"2004.xi.15"	NA
"1144"	1131	38	"2004.xi.15"	"2004.xii.06"	NA
"1145"	1132	38	"2004.xii.06"	"2005.i.01"	NA
"1146"	1133	38	"2005.i.01"	"2005.i.10"	NA
"1147"	1134	38	"2005.i.10"	"2005.ii.01"	NA
"1148"	1436	38	"2005.ii.01"	"2005.ii.25"	NA
"1149"	1437	38	"2005.ii.25"	"2005.iii.30"	NA
"1150"	1438	38	"2005.iii.30"	"2005.iv.16"	NA
"1151"	1439	38	"2005.iv.16"	"2005.iv.26"	NA
"1152"	1440	38	"2005.iv.26"	"2005.v.05"	NA
"1153"	1441	38	"2005.v.05"	"2005.v.16"	NA
"1154"	1442	38	"2005.v.16"	"2005.v.24"	NA
"1155"	1443	38	"2005.v.24"	"2005.v.31"	NA
"1156"	1444	38	"2005.v.31"	"2005.vi.05"	NA
"1157"	1445	38	"2005.vi.05"	"2005.vi.13"	NA
"1158"	1446	38	"2005.vi.13"	"2005.vi.20"	NA
"1159"	1447	38	"2005.vi.20"	"2005.vi.28"	NA
"1160"	1448	38	"2005.vi.28"	"2005.vii.02"	NA
"1161"	1449	38	"2005.vii.02"	"2005.vii.09"	NA
"1162"	1450	38	"2005.vii.09"	"2005.vii.14"	NA
"1163"	1451	38	"2005.vii.14"	"2005.vii.21"	NA
"1164"	1452	38	"2005.vii.21"	"2005.vii.28"	NA
"1165"	1453	38	"2005.vii.28"	"2005.viii.05"	NA
"1166"	1454	38	"2005.viii.05"	"2005.viii.10"	NA
"1167"	1455	38	"2005.viii.10"	"2005.viii.18"	NA
"1168"	1456	38	"2005.viii.18"	"2005.viii.30"	NA
"1169"	1866	38	"2005.viii.30"	"2005.ix.06"	NA
